"Procode","SpellStart","n"
"RWJ",2020-12-22,198
"RWJ",2020-12-23,205
"RWJ",2020-12-24,175
"RWJ",2020-12-25,71
"RWJ",2020-12-26,95
"RWJ",2020-12-27,100
"RWJ",2020-12-28,103
"RWJ",2020-12-29,209
"RWJ",2020-12-30,208
"RWJ",2020-12-31,216
"RWJ",2021-01-01,93
"RWJ",2021-01-02,105
"RWJ",2021-01-03,105
"RWJ",2021-01-04,202
"RWJ",2021-01-05,172
"RWJ",2021-01-06,183
"RWJ",2021-01-07,176
"RWJ",2021-01-08,174
"RWJ",2021-01-09,125
"RWJ",2021-01-10,106
"RWJ",2021-01-11,185
"RWJ",2021-01-12,199
"RWJ",2021-01-13,187
"RWJ",2021-01-14,197
"RWJ",2021-01-15,201
"RWJ",2021-01-16,113
"RWJ",2021-01-17,112
"RWJ",2021-01-18,195
"RWJ",2021-01-19,225
"RWJ",2021-01-20,193
"RWJ",2021-01-21,193
"RWJ",2021-01-22,216
"RWJ",2021-01-23,111
"RWJ",2021-01-24,93
"RWJ",2021-01-25,243
"RWJ",2021-01-26,210
"RWJ",2021-01-27,228
"RWJ",2021-01-28,205
"RWJ",2021-01-29,204
"RWJ",2021-01-30,117
"RWJ",2021-01-31,114
"RWJ",2021-02-01,247
"RWJ",2021-02-02,233
"RWJ",2021-02-03,223
"RWJ",2021-02-04,225
"RWJ",2021-02-05,232
"RWJ",2021-02-06,124
"RWJ",2021-02-07,130
"RWJ",2021-02-08,204
"RWJ",2021-02-09,233
"RWJ",2021-02-10,247
"RWJ",2021-02-11,219
"RWJ",2021-02-12,211
"RWJ",2021-02-13,134
"RWJ",2021-02-14,101
"RWJ",2021-02-15,245
"RWJ",2021-02-16,235
"RWJ",2021-02-17,225
"RWP",2020-06-16,2
"RWP",2020-06-17,1
"RWP",2020-06-20,2
"RWP",2020-06-23,1
"RWP",2020-06-24,1
"RWP",2020-06-25,1
"RWP",2020-06-26,1
"RWP",2020-06-28,2
"RWP",2020-07-01,1
"RWP",2020-07-02,2
"RWP",2020-07-04,1
"RWP",2020-07-05,1
"RWP",2020-07-06,4
"RWP",2020-07-07,2
"RWP",2020-07-08,1
"RWP",2020-07-09,4
"RWP",2020-07-10,1
"RWP",2020-07-11,1
"RWP",2020-07-12,1
"RWP",2020-07-13,5
"RWP",2020-07-14,4
"RWP",2020-07-15,5
"RWP",2020-07-16,6
"RWP",2020-07-17,7
"RWP",2020-07-18,4
"RWP",2020-07-19,5
"RWP",2020-07-20,11
"RWP",2020-07-21,13
"RWP",2020-07-22,18
"RWP",2020-07-23,13
"RWP",2020-07-24,16
"RWP",2020-07-25,24
"RWP",2020-07-26,22
"RWP",2020-07-27,26
"RWP",2020-07-28,53
"RWP",2020-07-29,73
"RWP",2020-07-30,89
"RWP",2020-07-31,131
"RWP",2020-08-01,183
"RWP",2020-08-02,151
"RWP",2020-08-03,403
"RWP",2020-08-04,395
"RWP",2020-08-05,358
"RWP",2020-08-06,410
"RWP",2020-08-07,393
"RWP",2020-08-08,161
"RWP",2020-08-09,160
"RWP",2020-08-10,437
"RWP",2020-08-11,428
"RWP",2020-08-12,378
"RWP",2020-08-13,421
"RWP",2020-08-14,387
"RWP",2020-08-15,186
"RWP",2020-08-16,166
"RWP",2020-08-17,402
"RWP",2020-08-18,441
"RWP",2020-08-19,381
"RWP",2020-08-20,397
"RWP",2020-08-21,378
"RWP",2020-08-22,180
"RWP",2020-08-23,151
"RWP",2020-08-24,412
"RWP",2020-08-25,410
"RWP",2020-08-26,409
"RWP",2020-08-27,433
"RWP",2020-08-28,361
"RWP",2020-08-29,188
"RWP",2020-08-30,140
"RWP",2020-08-31,149
"RWP",2020-09-01,434
"RWP",2020-09-02,379
"RWP",2020-09-03,469
"RWP",2020-09-04,407
"RWP",2020-09-05,179
"RWP",2020-09-06,153
"RWP",2020-09-07,446
"RWP",2020-09-08,456
"RWP",2020-09-09,427
"RWP",2020-09-10,448
"RWP",2020-09-11,432
"RWP",2020-09-12,165
"RWP",2020-09-13,145
"RWP",2020-09-14,403
"RWP",2020-09-15,466
"RWP",2020-09-16,398
"RWP",2020-09-17,468
"RWP",2020-09-18,411
"RWP",2020-09-19,196
"RWP",2020-09-20,200
"RWP",2020-09-21,444
"RWP",2020-09-22,465
"RWP",2020-09-23,433
"RWP",2020-09-24,515
"RWP",2020-09-25,363
"RWP",2020-09-26,206
"RWP",2020-09-27,123
"RWP",2020-09-28,475
"RWP",2020-09-29,456
"RWP",2020-09-30,424
"RWP",2020-10-01,475
"RWP",2020-10-02,411
"RWP",2020-10-03,211
"RWP",2020-10-04,182
"RWP",2020-10-05,488
"RWP",2020-10-06,467
"RWP",2020-10-07,419
"RWP",2020-10-08,480
"RWP",2020-10-09,457
"RWP",2020-10-10,196
"RWP",2020-10-11,174
"RWP",2020-10-12,432
"RWP",2020-10-13,470
"RWP",2020-10-14,472
"RWP",2020-10-15,474
"RWP",2020-10-16,472
"RWP",2020-10-17,200
"RWP",2020-10-18,166
"RWP",2020-10-19,494
"RWP",2020-10-20,464
"RWP",2020-10-21,503
"RWP",2020-10-22,424
"RWP",2020-10-23,438
"RWP",2020-10-24,216
"RWP",2020-10-25,183
"RWP",2020-10-26,432
"RWP",2020-10-27,452
"RWP",2020-10-28,424
"RWP",2020-10-29,486
"RWP",2020-10-30,489
"RWP",2020-10-31,174
"RWP",2020-11-01,173
"RWP",2020-11-02,466
"RWP",2020-11-03,474
"RWP",2020-11-04,443
"RWP",2020-11-05,457
"RWP",2020-11-06,474
"RWP",2020-11-07,243
"RWP",2020-11-08,176
"RWP",2020-11-09,460
"RWP",2020-11-10,474
"RWP",2020-11-11,460
"RWP",2020-11-12,460
"RWP",2020-11-13,445
"RWP",2020-11-14,228
"RWP",2020-11-15,169
"RWP",2020-11-16,503
"RWP",2020-11-17,500
"RWP",2020-11-18,484
"RWP",2020-11-19,440
"RWP",2020-11-20,484
"RWP",2020-11-21,197
"RWP",2020-11-22,154
"RWP",2020-11-23,456
"RWP",2020-11-24,488
"RWP",2020-11-25,494
"RWP",2020-11-26,475
"RWP",2020-11-27,468
"RWP",2020-11-28,214
"RWP",2020-11-29,168
"RWP",2020-11-30,463
"RWP",2020-12-01,482
"RWP",2020-12-02,495
"RWP",2020-12-03,480
"RWP",2020-12-04,424
"RWP",2020-12-05,254
"RWP",2020-12-06,169
"RWP",2020-12-07,497
"RWP",2020-12-08,490
"RWP",2020-12-09,502
"RWP",2020-12-10,495
"RWP",2020-12-11,469
"RWP",2020-12-12,249
"RWP",2020-12-13,180
"RWP",2020-12-14,499
"RWP",2020-12-15,483
"RWP",2020-12-16,457
"RWP",2020-12-17,462
"RWP",2020-12-18,419
"RWP",2020-12-19,238
"RWP",2020-12-20,161
"RWP",2020-12-21,488
"RWP",2020-12-22,492
"RWP",2020-12-23,438
"RWP",2020-12-24,339
"RWP",2020-12-25,115
"RWP",2020-12-26,140
"RWP",2020-12-27,148
"RWP",2020-12-28,153
"RWP",2020-12-29,422
"RWP",2020-12-30,405
"RWP",2020-12-31,340
"RWP",2021-01-01,169
"RWP",2021-01-02,204
"RWP",2021-01-03,168
"RWP",2021-01-04,399
"RWP",2021-01-05,490
"RWP",2021-01-06,457
"RWP",2021-01-07,447
"RWP",2021-01-08,375
"RWP",2021-01-09,176
"RWP",2021-01-10,167
"RWP",2021-01-11,380
"RWP",2021-01-12,426
"RWP",2021-01-13,398
"RWP",2021-01-14,376
"RWP",2021-01-15,320
"RWP",2021-01-16,190
"RWP",2021-01-17,162
"RWP",2021-01-18,394
"RWP",2021-01-19,373
"RWP",2021-01-20,398
"RWP",2021-01-21,404
"RWP",2021-01-22,331
"RWP",2021-01-23,175
"RWP",2021-01-24,138
"RWP",2021-01-25,345
"RWP",2021-01-26,388
"RWP",2021-01-27,379
"RWP",2021-01-28,377
"RWP",2021-01-29,391
"RWP",2021-01-30,182
"RWP",2021-01-31,166
"RWP",2021-02-01,403
"RWP",2021-02-02,431
"RWP",2021-02-03,401
"RWP",2021-02-04,416
"RWP",2021-02-05,353
"RWP",2021-02-06,190
"RWP",2021-02-07,169
"RWP",2021-02-08,410
"RWP",2021-02-09,416
"RWP",2021-02-10,424
"RWP",2021-02-11,392
"RWP",2021-02-12,398
"RWP",2021-02-13,167
"RWP",2021-02-14,157
"RWP",2021-02-15,426
"RWP",2021-02-16,405
"RWP",2021-02-17,390
"RWW",2020-06-11,169
"RWW",2020-06-12,158
"RWW",2020-06-13,107
"RWW",2020-06-14,106
"RWW",2020-06-15,121
"RWW",2020-06-16,159
"RWW",2020-06-17,125
"RWW",2020-06-18,153
"RWW",2020-06-19,149
"RWW",2020-06-20,79
"RWW",2020-06-21,100
"RWW",2020-06-22,158
"RWW",2020-06-23,151
"RWW",2020-06-24,148
"RWW",2020-06-25,139
"RWW",2020-06-26,164
"RWW",2020-06-27,82
"RWW",2020-06-28,84
"RWW",2020-06-29,148
"RWW",2020-06-30,173
"RWW",2020-07-01,153
"RWW",2020-07-02,160
"RWW",2020-07-03,174
"RWW",2020-07-04,75
"RWW",2020-07-05,74
"RWW",2020-07-06,139
"RWW",2020-07-07,157
"RWW",2020-07-08,163
"RWW",2020-07-09,149
"RWW",2020-07-10,176
"RWW",2020-07-11,77
"RWW",2020-07-12,80
"RWW",2020-07-13,167
"RWW",2020-07-14,172
"RWW",2020-07-15,148
"RWW",2020-07-16,150
"RWW",2020-07-17,169
"RWW",2020-07-18,80
"RWW",2020-07-19,78
"RWW",2020-07-20,167
"RWW",2020-07-21,179
"RWW",2020-07-22,166
"RWW",2020-07-23,164
"RWW",2020-07-24,168
"RWW",2020-07-25,80
"RWW",2020-07-26,79
"RWW",2020-07-27,161
"RWW",2020-07-28,181
"RWW",2020-07-29,153
"RWW",2020-07-30,182
"RWW",2020-07-31,183
"RWW",2020-08-01,101
"RWW",2020-08-02,82
"RWW",2020-08-03,134
"RWW",2020-08-04,164
"RWW",2020-08-05,161
"RWW",2020-08-06,170
"RWW",2020-08-07,168
"RWW",2020-08-08,80
"RWW",2020-08-09,75
"RWW",2020-08-10,164
"RWW",2020-08-11,179
"RWW",2020-08-12,186
"RWW",2020-08-13,170
"RWW",2020-08-14,181
"RWW",2020-08-15,97
"RWW",2020-08-16,97
"RWW",2020-08-17,153
"RWW",2020-08-18,187
"RWW",2020-08-19,146
"RWW",2020-08-20,180
"RWW",2020-08-21,192
"RWW",2020-08-22,110
"RWW",2020-08-23,71
"RWW",2020-08-24,181
"RWW",2020-08-25,191
"RWW",2020-08-26,163
"RWW",2020-08-27,167
"RWW",2020-08-28,182
"RWW",2020-08-29,90
"RWW",2020-08-30,86
"RWW",2020-08-31,77
"RWW",2020-09-01,149
"RWW",2020-09-02,173
"RWW",2020-09-03,150
"RWW",2020-09-04,171
"RWW",2020-09-05,87
"RWW",2020-09-06,87
"RWW",2020-09-07,143
"RWW",2020-09-08,173
"RWW",2020-09-09,199
"RWW",2020-09-10,174
"RWW",2020-09-11,194
"RWW",2020-09-12,119
"RWW",2020-09-13,82
"RWW",2020-09-14,174
"RWW",2020-09-15,146
"RWW",2020-09-16,199
"RWW",2020-09-17,164
"RWW",2020-09-18,167
"RWW",2020-09-19,78
"RWW",2020-09-20,68
"RWW",2020-09-21,168
"RWW",2020-09-22,156
"RWW",2020-09-23,154
"RWW",2020-09-24,177
"RWW",2020-09-25,167
"RWW",2020-09-26,88
"RWW",2020-09-27,71
"RWW",2020-09-28,175
"RWW",2020-09-29,181
"RWW",2020-09-30,180
"RWW",2020-10-01,145
"RWW",2020-10-02,177
"RWW",2020-10-03,96
"RWW",2020-10-04,75
"RWW",2020-10-05,157
"RWW",2020-10-06,153
"RWW",2020-10-07,185
"RWW",2020-10-08,199
"RWW",2020-10-09,182
"RWW",2020-10-10,84
"RWW",2020-10-11,87
"RWW",2020-10-12,154
"RWW",2020-10-13,178
"RWW",2020-10-14,165
"RWW",2020-10-15,163
"RWW",2020-10-16,193
"RWW",2020-10-17,90
"RWW",2020-10-18,69
"RWW",2020-10-19,175
"RWW",2020-10-20,161
"RWW",2020-10-21,143
"RWW",2020-10-22,175
"RWW",2020-10-23,163
"RWW",2020-10-24,87
"RWW",2020-10-25,75
"RWW",2020-10-26,140
"RWW",2020-10-27,176
"RWW",2020-10-28,138
"RWW",2020-10-29,150
"RWW",2020-10-30,174
"RWW",2020-10-31,88
"RWW",2020-11-01,65
"RWW",2020-11-02,143
"RWW",2020-11-03,155
"RWW",2020-11-04,166
"RWW",2020-11-05,154
"RWW",2020-11-06,195
"RWW",2020-11-07,96
"RWW",2020-11-08,80
"RWW",2020-11-09,169
"RWW",2020-11-10,175
"RWW",2020-11-11,148
"RWW",2020-11-12,160
"RWW",2020-11-13,178
"RWW",2020-11-14,108
"RWW",2020-11-15,67
"RWW",2020-11-16,174
"RWW",2020-11-17,167
"RWW",2020-11-18,152
"RWW",2020-11-19,146
"RWW",2020-11-20,186
"RWW",2020-11-21,77
"RWW",2020-11-22,75
"RWW",2020-11-23,150
"RWW",2020-11-24,172
"RWW",2020-11-25,132
"RWW",2020-11-26,161
"RWW",2020-11-27,180
"RWW",2020-11-28,113
"RWW",2020-11-29,57
"RWW",2020-11-30,156
"RWW",2020-12-01,188
"RWW",2020-12-02,149
"RWW",2020-12-03,168
"RWW",2020-12-04,198
"RWW",2020-12-05,107
"RWW",2020-12-06,59
"RWW",2020-12-07,148
"RWW",2020-12-08,191
"RWW",2020-12-09,159
"RWW",2020-12-10,143
"RWW",2020-12-11,193
"RWW",2020-12-12,88
"RWW",2020-12-13,54
"RWW",2020-12-14,166
"RWW",2020-12-15,190
"RWW",2020-12-16,162
"RWW",2020-12-17,186
"RWW",2020-12-18,205
"RWW",2020-12-19,78
"RWW",2020-12-20,80
"RWW",2020-12-21,158
"RWW",2020-12-22,159
"RWW",2020-12-23,162
"RWW",2020-12-24,109
"RWW",2020-12-25,69
"RWW",2020-12-26,71
"RWW",2020-12-27,71
"RWW",2020-12-28,78
"RWW",2020-12-29,134
"RWW",2020-12-30,136
"RWW",2020-12-31,128
"RWW",2021-01-01,75
"RWW",2021-01-02,97
"RWW",2021-01-03,77
"RWW",2021-01-04,148
"RWW",2021-01-05,177
"RWW",2021-01-06,166
"RWW",2021-01-07,161
"RWW",2021-01-08,201
"RWW",2021-01-09,111
"RWW",2021-01-10,79
"RWW",2021-01-11,161
"RWW",2021-01-12,173
"RWW",2021-01-13,163
"RWW",2021-01-14,170
"RWW",2021-01-15,180
"RWW",2021-01-16,81
"RWW",2021-01-17,92
"RWW",2021-01-18,168
"RWW",2021-01-19,185
"RWW",2021-01-20,150
"RWW",2021-01-21,174
"RWW",2021-01-22,195
"RWW",2021-01-23,96
"RWW",2021-01-24,73
"RWW",2021-01-25,176
"RWW",2021-01-26,164
"RWW",2021-01-27,153
"RWW",2021-01-28,152
"RWW",2021-01-29,185
"RWW",2021-01-30,102
"RWW",2021-01-31,74
"RWW",2021-02-01,172
"RWW",2021-02-02,184
"RWW",2021-02-03,150
"RWW",2021-02-04,187
"RWW",2021-02-05,194
"RWW",2021-02-06,84
"RWW",2021-02-07,66
"RWW",2021-02-08,160
"RWW",2021-02-09,193
"RWW",2021-02-10,151
"RWW",2021-02-11,177
"RWW",2021-02-12,221
"RWW",2021-02-13,88
"RWW",2021-02-14,62
"RWW",2021-02-15,180
"RWW",2021-02-16,195
"RWW",2021-02-17,165
"RWY",2020-06-11,233
"RWY",2020-06-12,208
"RWY",2020-06-13,127
"RWY",2020-06-14,107
"RWY",2020-06-15,236
"RWY",2020-06-16,213
"RWY",2020-06-17,253
"RWY",2020-06-18,250
"RWY",2020-06-19,244
"RWY",2020-06-20,136
"RWY",2020-06-21,105
"RWY",2020-06-22,254
"RWY",2020-06-23,245
"RWY",2020-06-24,259
"RWY",2020-06-25,266
"RWY",2020-06-26,223
"RWY",2020-06-27,129
"RWY",2020-06-28,132
"RWY",2020-06-29,233
"RWY",2020-06-30,241
"RWY",2020-07-01,237
"RWY",2020-07-02,231
"RWY",2020-07-03,247
"RWY",2020-07-04,134
"RWY",2020-07-05,125
"RWY",2020-07-06,263
"RWY",2020-07-07,261
"RWY",2020-07-08,240
"RWY",2020-07-09,255
"RWY",2020-07-10,249
"RWY",2020-07-11,156
"RWY",2020-07-12,124
"RWY",2020-07-13,245
"RWY",2020-07-14,245
"RWY",2020-07-15,246
"RWY",2020-07-16,262
"RWY",2020-07-17,259
"RWY",2020-07-18,147
"RWY",2020-07-19,138
"RWY",2020-07-20,258
"RWY",2020-07-21,260
"RWY",2020-07-22,255
"RWY",2020-07-23,240
"RWY",2020-07-24,250
"RWY",2020-07-25,165
"RWY",2020-07-26,120
"RWY",2020-07-27,277
"RWY",2020-07-28,243
"RWY",2020-07-29,223
"RWY",2020-07-30,247
"RWY",2020-07-31,257
"RWY",2020-08-01,126
"RWY",2020-08-02,132
"RWY",2020-08-03,236
"RWY",2020-08-04,229
"RWY",2020-08-05,274
"RWY",2020-08-06,265
"RWY",2020-08-07,238
"RWY",2020-08-08,147
"RWY",2020-08-09,128
"RWY",2020-08-10,277
"RWY",2020-08-11,269
"RWY",2020-08-12,249
"RWY",2020-08-13,266
"RWY",2020-08-14,235
"RWY",2020-08-15,151
"RWY",2020-08-16,102
"RWY",2020-08-17,253
"RWY",2020-08-18,244
"RWY",2020-08-19,265
"RWY",2020-08-20,231
"RWY",2020-08-21,261
"RWY",2020-08-22,146
"RWY",2020-08-23,121
"RWY",2020-08-24,252
"RWY",2020-08-25,263
"RWY",2020-08-26,253
"RWY",2020-08-27,255
"RWY",2020-08-28,249
"RWY",2020-08-29,156
"RWY",2020-08-30,140
"RWY",2020-08-31,145
"RWY",2020-09-01,272
"RWY",2020-09-02,256
"RWY",2020-09-03,247
"RWY",2020-09-04,271
"RWY",2020-09-05,152
"RWY",2020-09-06,130
"RWY",2020-09-07,249
"RWY",2020-09-08,265
"RWY",2020-09-09,283
"RWY",2020-09-10,271
"RWY",2020-09-11,267
"RWY",2020-09-12,158
"RWY",2020-09-13,137
"RWY",2020-09-14,270
"RWY",2020-09-15,280
"RWY",2020-09-16,293
"RWY",2020-09-17,289
"RWY",2020-09-18,258
"RWY",2020-09-19,156
"RWY",2020-09-20,117
"RWY",2020-09-21,297
"RWY",2020-09-22,279
"RWY",2020-09-23,294
"RWY",2020-09-24,275
"RWY",2020-09-25,286
"RWY",2020-09-26,166
"RWY",2020-09-27,151
"RWY",2020-09-28,259
"RWY",2020-09-29,290
"RWY",2020-09-30,300
"RWY",2020-10-01,292
"RWY",2020-10-02,300
"RWY",2020-10-03,164
"RWY",2020-10-04,165
"RWY",2020-10-05,301
"RWY",2020-10-06,276
"RWY",2020-10-07,295
"RWY",2020-10-08,257
"RWY",2020-10-09,246
"RWY",2020-10-10,155
"RWY",2020-10-11,163
"RWY",2020-10-12,284
"RWY",2020-10-13,310
"RWY",2020-10-14,298
"RWY",2020-10-15,266
"RWY",2020-10-16,302
"RWY",2020-10-17,157
"RWY",2020-10-18,136
"RWY",2020-10-19,294
"RWY",2020-10-20,295
"RWY",2020-10-21,289
"RWY",2020-10-22,274
"RWY",2020-10-23,287
"RWY",2020-10-24,182
"RWY",2020-10-25,126
"RWY",2020-10-26,271
"RWY",2020-10-27,263
"RWY",2020-10-28,272
"RWY",2020-10-29,290
"RWY",2020-10-30,259
"RWY",2020-10-31,164
"RWY",2020-11-01,140
"RWY",2020-11-02,270
"RWY",2020-11-03,262
"RWY",2020-11-04,268
"RWY",2020-11-05,262
"RWY",2020-11-06,277
"RWY",2020-11-07,154
"RWY",2020-11-08,115
"RWY",2020-11-09,308
"RWY",2020-11-10,286
"RWY",2020-11-11,316
"RWY",2020-11-12,285
"RWY",2020-11-13,279
"RWY",2020-11-14,177
"RWY",2020-11-15,143
"RWY",2020-11-16,279
"RWY",2020-11-17,253
"RWY",2020-11-18,276
"RWY",2020-11-19,269
"RWY",2020-11-20,279
"RWY",2020-11-21,135
"RWY",2020-11-22,134
"RWY",2020-11-23,274
"RWY",2020-11-24,257
"RWY",2020-11-25,281
"RWY",2020-11-26,281
"RWY",2020-11-27,250
"RWY",2020-11-28,165
"RWY",2020-11-29,161
"RWY",2020-11-30,232
"RWY",2020-12-01,248
"RWY",2020-12-02,288
"RWY",2020-12-03,255
"RWY",2020-12-04,281
"RWY",2020-12-05,157
"RWY",2020-12-06,129
"RWY",2020-12-07,294
"RWY",2020-12-08,285
"RWY",2020-12-09,296
"RWY",2020-12-10,276
"RWY",2020-12-11,253
"RWY",2020-12-12,187
"RWY",2020-12-13,145
"RWY",2020-12-14,255
"RWY",2020-12-15,261
"RWY",2020-12-16,269
"RWY",2020-12-17,263
"RWY",2020-12-18,269
"RWY",2020-12-19,179
"RWY",2020-12-20,135
"RWY",2020-12-21,253
"RWY",2020-12-22,266
"RWY",2020-12-23,264
"RWY",2020-12-24,219
"RWY",2020-12-25,115
"RWY",2020-12-26,132
"RWY",2020-12-27,155
"RWY",2020-12-28,150
"RWY",2020-12-29,266
"RWY",2020-12-30,279
"RWY",2020-12-31,257
"RWY",2021-01-01,133
"RWY",2021-01-02,162
"RWY",2021-01-03,136
"RWY",2021-01-04,272
"RWY",2021-01-05,260
"RWY",2021-01-06,275
"RWY",2021-01-07,304
"RWY",2021-01-08,277
"RWY",2021-01-09,179
"RWY",2021-01-10,127
"RWY",2021-01-11,255
"RWY",2021-01-12,273
"RWY",2021-01-13,269
"RWY",2021-01-14,174
"RWY",2021-01-15,260
"RWY",2021-01-16,172
"RWY",2021-01-17,103
"RWY",2021-01-18,252
"RWY",2021-01-19,280
"RWY",2021-01-20,281
"RWY",2021-01-21,291
"RWY",2021-01-22,247
"RWY",2021-01-23,158
"RWY",2021-01-24,142
"RWY",2021-01-25,254
"RWY",2021-01-26,236
"RWY",2021-01-27,284
"RWY",2021-01-28,296
"RWY",2021-01-29,268
"RWY",2021-01-30,172
"RWY",2021-01-31,139
"RWY",2021-02-01,277
"RWY",2021-02-02,227
"RWY",2021-02-03,277
"RWY",2021-02-04,294
"RWY",2021-02-05,265
"RWY",2021-02-06,157
"RWY",2021-02-07,141
"RWY",2021-02-08,283
"RWY",2021-02-09,273
"RWY",2021-02-10,276
"RWY",2021-02-11,323
"RWY",2021-02-12,293
"RWY",2021-02-13,135
"RWY",2021-02-14,133
"RWY",2021-02-15,254
"RWY",2021-02-16,281
"RWY",2021-02-17,290
"RX1",2020-06-11,658
"RX1",2020-06-12,551
"RX1",2020-06-13,298
"RX1",2020-06-14,257
"RX1",2020-06-15,622
"RX1",2020-06-16,622
"RX1",2020-06-17,652
"RX1",2020-06-18,648
"RX1",2020-06-19,593
"RX1",2020-06-20,263
"RX1",2020-06-21,241
"RX1",2020-06-22,607
"RX1",2020-06-23,621
"RX1",2020-06-24,650
"RX1",2020-06-25,641
"RX1",2020-06-26,632
"RX1",2020-06-27,296
"RX1",2020-06-28,241
"RX1",2020-06-29,654
"RX1",2020-06-30,693
"RX1",2020-07-01,646
"RX1",2020-07-02,701
"RX1",2020-07-03,635
"RX1",2020-07-04,343
"RX1",2020-07-05,259
"RX1",2020-07-06,688
"RX1",2020-07-07,664
"RX1",2020-07-08,674
"RX1",2020-07-09,672
"RX1",2020-07-10,617
"RX1",2020-07-11,321
"RX1",2020-07-12,244
"RX1",2020-07-13,715
"RX1",2020-07-14,706
"RX1",2020-07-15,675
"RX1",2020-07-16,731
"RX1",2020-07-17,673
"RX1",2020-07-18,331
"RX1",2020-07-19,236
"RX1",2020-07-20,655
"RX1",2020-07-21,704
"RX1",2020-07-22,711
"RX1",2020-07-23,729
"RX1",2020-07-24,656
"RX1",2020-07-25,317
"RX1",2020-07-26,268
"RX1",2020-07-27,718
"RX1",2020-07-28,672
"RX1",2020-07-29,749
"RX1",2020-07-30,710
"RX1",2020-07-31,722
"RX1",2020-08-01,322
"RX1",2020-08-02,237
"RX1",2020-08-03,710
"RX1",2020-08-04,723
"RX1",2020-08-05,774
"RX1",2020-08-06,750
"RX1",2020-08-07,671
"RX1",2020-08-08,300
"RX1",2020-08-09,234
"RX1",2020-08-10,744
"RX1",2020-08-11,735
"RX1",2020-08-12,721
"RX1",2020-08-13,748
"RX1",2020-08-14,698
"RX1",2020-08-15,334
"RX1",2020-08-16,263
"RX1",2020-08-17,734
"RX1",2020-08-18,725
"RX1",2020-08-19,767
"RX1",2020-08-20,777
"RX1",2020-08-21,700
"RX1",2020-08-22,312
"RX1",2020-08-23,236
"RX1",2020-08-24,741
"RX1",2020-08-25,755
"RX1",2020-08-26,749
"RX1",2020-08-27,713
"RX1",2020-08-28,670
"RX1",2020-08-29,336
"RX1",2020-08-30,269
"RX1",2020-08-31,314
"RX1",2020-09-01,814
"RX1",2020-09-02,836
"RX1",2020-09-03,863
"RX1",2020-09-04,834
"RX1",2020-09-05,346
"RX1",2020-09-06,262
"RX1",2020-09-07,740
"RX1",2020-09-08,797
"RX1",2020-09-09,804
"RX1",2020-09-10,849
"RX1",2020-09-11,819
"RX1",2020-09-12,381
"RX1",2020-09-13,289
"RX1",2020-09-14,785
"RX1",2020-09-15,804
"RX1",2020-09-16,882
"RX1",2020-09-17,877
"RX1",2020-09-18,801
"RX1",2020-09-19,358
"RX1",2020-09-20,266
"RX1",2020-09-21,767
"RX1",2020-09-22,826
"RX1",2020-09-23,817
"RX1",2020-09-24,805
"RX1",2020-09-25,768
"RX1",2020-09-26,377
"RX1",2020-09-27,279
"RX1",2020-09-28,812
"RX1",2020-09-29,806
"RX1",2020-09-30,828
"RX1",2020-10-01,809
"RX1",2020-10-02,791
"RX1",2020-10-03,364
"RX1",2020-10-04,279
"RX1",2020-10-05,809
"RX1",2020-10-06,812
"RX1",2020-10-07,788
"RX1",2020-10-08,793
"RX1",2020-10-09,778
"RX1",2020-10-10,403
"RX1",2020-10-11,279
"RX1",2020-10-12,788
"RX1",2020-10-13,849
"RX1",2020-10-14,819
"RX1",2020-10-15,811
"RX1",2020-10-16,721
"RX1",2020-10-17,323
"RX1",2020-10-18,283
"RX1",2020-10-19,660
"RX1",2020-10-20,753
"RX1",2020-10-21,773
"RX1",2020-10-22,780
"RX1",2020-10-23,726
"RX1",2020-10-24,361
"RX1",2020-10-25,290
"RX1",2020-10-26,700
"RX1",2020-10-27,744
"RX1",2020-10-28,757
"RX1",2020-10-29,824
"RX1",2020-10-30,680
"RX1",2020-10-31,350
"RX1",2020-11-01,291
"RX1",2020-11-02,719
"RX1",2020-11-03,708
"RX1",2020-11-04,773
"RX1",2020-11-05,780
"RX1",2020-11-06,726
"RX1",2020-11-07,381
"RX1",2020-11-08,295
"RX1",2020-11-09,715
"RX1",2020-11-10,797
"RX1",2020-11-11,801
"RX1",2020-11-12,792
"RX1",2020-11-13,782
"RX1",2020-11-14,386
"RX1",2020-11-15,294
"RX1",2020-11-16,719
"RX1",2020-11-17,820
"RX1",2020-11-18,743
"RX1",2020-11-19,852
"RX1",2020-11-20,716
"RX1",2020-11-21,397
"RX1",2020-11-22,277
"RX1",2020-11-23,748
"RX1",2020-11-24,790
"RX1",2020-11-25,790
"RX1",2020-11-26,773
"RX1",2020-11-27,761
"RX1",2020-11-28,362
"RX1",2020-11-29,301
"RX1",2020-11-30,709
"RX1",2020-12-01,770
"RX1",2020-12-02,757
"RX1",2020-12-03,806
"RX1",2020-12-04,736
"RX1",2020-12-05,415
"RX1",2020-12-06,289
"RX1",2020-12-07,777
"RX1",2020-12-08,765
"RX1",2020-12-09,708
"RX1",2020-12-10,845
"RX1",2020-12-11,768
"RX1",2020-12-12,419
"RX1",2020-12-13,305
"RX1",2020-12-14,730
"RX1",2020-12-15,770
"RX1",2020-12-16,789
"RX1",2020-12-17,823
"RX1",2020-12-18,808
"RX1",2020-12-19,429
"RX1",2020-12-20,297
