"Procode","SpellStart","n"
"RWE",2021-01-14,654
"RWE",2021-01-15,601
"RWE",2021-01-16,343
"RWE",2021-01-17,304
"RWE",2021-01-18,628
"RWE",2021-01-19,641
"RWE",2021-01-20,622
"RWE",2021-01-21,668
"RWE",2021-01-22,619
"RWE",2021-01-23,349
"RWE",2021-01-24,314
"RWE",2021-01-25,506
"RWE",2021-01-26,585
"RWE",2021-01-27,612
"RWE",2021-01-28,640
"RWE",2021-01-29,603
"RWE",2021-01-30,376
"RWE",2021-01-31,325
"RWE",2021-02-01,626
"RWE",2021-02-02,621
"RWE",2021-02-03,627
"RWE",2021-02-04,579
"RWE",2021-02-05,667
"RWE",2021-02-06,352
"RWE",2021-02-07,324
"RWE",2021-02-08,595
"RWE",2021-02-09,649
"RWE",2021-02-10,632
"RWE",2021-02-11,650
"RWE",2021-02-12,624
"RWE",2021-02-13,345
"RWE",2021-02-14,323
"RWE",2021-02-15,614
"RWE",2021-02-16,683
"RWE",2021-02-17,662
"RWF",2020-06-11,363
"RWF",2020-06-12,315
"RWF",2020-06-13,131
"RWF",2020-06-14,138
"RWF",2020-06-15,349
"RWF",2020-06-16,352
"RWF",2020-06-17,350
"RWF",2020-06-18,342
"RWF",2020-06-19,401
"RWF",2020-06-20,171
"RWF",2020-06-21,129
"RWF",2020-06-22,374
"RWF",2020-06-23,359
"RWF",2020-06-24,337
"RWF",2020-06-25,376
"RWF",2020-06-26,389
"RWF",2020-06-27,166
"RWF",2020-06-28,136
"RWF",2020-06-29,374
"RWF",2020-06-30,330
"RWF",2020-07-01,354
"RWF",2020-07-02,355
"RWF",2020-07-03,342
"RWF",2020-07-04,166
"RWF",2020-07-05,156
"RWF",2020-07-06,363
"RWF",2020-07-07,416
"RWF",2020-07-08,394
"RWF",2020-07-09,411
"RWF",2020-07-10,363
"RWF",2020-07-11,181
"RWF",2020-07-12,189
"RWF",2020-07-13,414
"RWF",2020-07-14,409
"RWF",2020-07-15,419
"RWF",2020-07-16,386
"RWF",2020-07-17,414
"RWF",2020-07-18,209
"RWF",2020-07-19,187
"RWF",2020-07-20,369
"RWF",2020-07-21,425
"RWF",2020-07-22,377
"RWF",2020-07-23,429
"RWF",2020-07-24,395
"RWF",2020-07-25,194
"RWF",2020-07-26,156
"RWF",2020-07-27,406
"RWF",2020-07-28,396
"RWF",2020-07-29,449
"RWF",2020-07-30,445
"RWF",2020-07-31,408
"RWF",2020-08-01,201
"RWF",2020-08-02,195
"RWF",2020-08-03,389
"RWF",2020-08-04,410
"RWF",2020-08-05,437
"RWF",2020-08-06,419
"RWF",2020-08-07,398
"RWF",2020-08-08,240
"RWF",2020-08-09,203
"RWF",2020-08-10,393
"RWF",2020-08-11,402
"RWF",2020-08-12,447
"RWF",2020-08-13,454
"RWF",2020-08-14,424
"RWF",2020-08-15,210
"RWF",2020-08-16,226
"RWF",2020-08-17,440
"RWF",2020-08-18,439
"RWF",2020-08-19,435
"RWF",2020-08-20,476
"RWF",2020-08-21,445
"RWF",2020-08-22,211
"RWF",2020-08-23,209
"RWF",2020-08-24,410
"RWF",2020-08-25,410
"RWF",2020-08-26,447
"RWF",2020-08-27,443
"RWF",2020-08-28,449
"RWF",2020-08-29,228
"RWF",2020-08-30,216
"RWF",2020-08-31,193
"RWF",2020-09-01,454
"RWF",2020-09-02,443
"RWF",2020-09-03,442
"RWF",2020-09-04,433
"RWF",2020-09-05,259
"RWF",2020-09-06,220
"RWF",2020-09-07,424
"RWF",2020-09-08,417
"RWF",2020-09-09,467
"RWF",2020-09-10,469
"RWF",2020-09-11,428
"RWF",2020-09-12,236
"RWF",2020-09-13,217
"RWF",2020-09-14,439
"RWF",2020-09-15,458
"RWF",2020-09-16,389
"RWF",2020-09-17,471
"RWF",2020-09-18,492
"RWF",2020-09-19,267
"RWF",2020-09-20,258
"RWF",2020-09-21,429
"RWF",2020-09-22,455
"RWF",2020-09-23,488
"RWF",2020-09-24,457
"RWF",2020-09-25,462
"RWF",2020-09-26,238
"RWF",2020-09-27,245
"RWF",2020-09-28,435
"RWF",2020-09-29,441
"RWF",2020-09-30,463
"RWF",2020-10-01,466
"RWF",2020-10-02,472
"RWF",2020-10-03,209
"RWF",2020-10-04,211
"RWF",2020-10-05,476
"RWF",2020-10-06,468
"RWF",2020-10-07,502
"RWF",2020-10-08,504
"RWF",2020-10-09,445
"RWF",2020-10-10,238
"RWF",2020-10-11,247
"RWF",2020-10-12,461
"RWF",2020-10-13,395
"RWF",2020-10-14,477
"RWF",2020-10-15,441
"RWF",2020-10-16,481
"RWF",2020-10-17,212
"RWF",2020-10-18,244
"RWF",2020-10-19,427
"RWF",2020-10-20,499
"RWF",2020-10-21,497
"RWF",2020-10-22,471
"RWF",2020-10-23,514
"RWF",2020-10-24,242
"RWF",2020-10-25,224
"RWF",2020-10-26,398
"RWF",2020-10-27,422
"RWF",2020-10-28,448
"RWF",2020-10-29,435
"RWF",2020-10-30,434
"RWF",2020-10-31,254
"RWF",2020-11-01,226
"RWF",2020-11-02,456
"RWF",2020-11-03,441
"RWF",2020-11-04,476
"RWF",2020-11-05,446
"RWF",2020-11-06,480
"RWF",2020-11-07,230
"RWF",2020-11-08,223
"RWF",2020-11-09,422
"RWF",2020-11-10,488
"RWF",2020-11-11,506
"RWF",2020-11-12,413
"RWF",2020-11-13,463
"RWF",2020-11-14,227
"RWF",2020-11-15,267
"RWF",2020-11-16,395
"RWF",2020-11-17,500
"RWF",2020-11-18,504
"RWF",2020-11-19,475
"RWF",2020-11-20,467
"RWF",2020-11-21,241
"RWF",2020-11-22,222
"RWF",2020-11-23,406
"RWF",2020-11-24,463
"RWF",2020-11-25,456
"RWF",2020-11-26,450
"RWF",2020-11-27,400
"RWF",2020-11-28,230
"RWF",2020-11-29,201
"RWF",2020-11-30,370
"RWF",2020-12-01,425
"RWF",2020-12-02,371
"RWF",2020-12-03,416
"RWF",2020-12-04,421
"RWF",2020-12-05,195
"RWF",2020-12-06,198
"RWF",2020-12-07,341
"RWF",2020-12-08,427
"RWF",2020-12-09,417
"RWF",2020-12-10,402
"RWF",2020-12-11,410
"RWF",2020-12-12,202
"RWF",2020-12-13,190
"RWF",2020-12-14,342
"RWF",2020-12-15,401
"RWF",2020-12-16,443
"RWF",2020-12-17,393
"RWF",2020-12-18,362
"RWF",2020-12-19,182
"RWF",2020-12-20,227
"RWF",2020-12-21,289
"RWF",2020-12-22,338
"RWF",2020-12-23,371
"RWF",2020-12-24,275
"RWF",2020-12-25,124
"RWF",2020-12-26,142
"RWF",2020-12-27,161
"RWF",2020-12-28,167
"RWF",2020-12-29,364
"RWF",2020-12-30,347
"RWF",2020-12-31,335
"RWF",2021-01-01,169
"RWF",2021-01-02,207
"RWF",2021-01-03,169
"RWF",2021-01-04,282
"RWF",2021-01-05,314
"RWF",2021-01-06,345
"RWF",2021-01-07,375
"RWF",2021-01-08,317
"RWF",2021-01-09,177
"RWF",2021-01-10,206
"RWF",2021-01-11,294
"RWF",2021-01-12,324
"RWF",2021-01-13,336
"RWF",2021-01-14,363
"RWF",2021-01-15,264
"RWF",2021-01-16,190
"RWF",2021-01-17,174
"RWF",2021-01-18,261
"RWF",2021-01-19,342
"RWF",2021-01-20,325
"RWF",2021-01-21,368
"RWF",2021-01-22,308
"RWF",2021-01-23,195
"RWF",2021-01-24,204
"RWF",2021-01-25,308
"RWF",2021-01-26,317
"RWF",2021-01-27,328
"RWF",2021-01-28,376
"RWF",2021-01-29,354
"RWF",2021-01-30,215
"RWF",2021-01-31,212
"RWF",2021-02-01,327
"RWF",2021-02-02,341
"RWF",2021-02-03,322
"RWF",2021-02-04,388
"RWF",2021-02-05,370
"RWF",2021-02-06,203
"RWF",2021-02-07,177
"RWF",2021-02-08,282
"RWF",2021-02-09,342
"RWF",2021-02-10,344
"RWF",2021-02-11,370
"RWF",2021-02-12,328
"RWF",2021-02-13,200
"RWF",2021-02-14,204
"RWF",2021-02-15,314
"RWF",2021-02-16,353
"RWF",2021-02-17,371
"RWG",2020-06-11,207
"RWG",2020-06-12,209
"RWG",2020-06-13,106
"RWG",2020-06-14,97
"RWG",2020-06-15,191
"RWG",2020-06-16,210
"RWG",2020-06-17,186
"RWG",2020-06-18,200
"RWG",2020-06-19,202
"RWG",2020-06-20,119
"RWG",2020-06-21,118
"RWG",2020-06-22,250
"RWG",2020-06-23,191
"RWG",2020-06-24,228
"RWG",2020-06-25,238
"RWG",2020-06-26,238
"RWG",2020-06-27,123
"RWG",2020-06-28,101
"RWG",2020-06-29,231
"RWG",2020-06-30,221
"RWG",2020-07-01,200
"RWG",2020-07-02,210
"RWG",2020-07-03,212
"RWG",2020-07-04,133
"RWG",2020-07-05,107
"RWG",2020-07-06,223
"RWG",2020-07-07,232
"RWG",2020-07-08,228
"RWG",2020-07-09,245
"RWG",2020-07-10,206
"RWG",2020-07-11,119
"RWG",2020-07-12,116
"RWG",2020-07-13,249
"RWG",2020-07-14,231
"RWG",2020-07-15,234
"RWG",2020-07-16,248
"RWG",2020-07-17,258
"RWG",2020-07-18,132
"RWG",2020-07-19,105
"RWG",2020-07-20,238
"RWG",2020-07-21,236
"RWG",2020-07-22,231
"RWG",2020-07-23,252
"RWG",2020-07-24,221
"RWG",2020-07-25,154
"RWG",2020-07-26,95
"RWG",2020-07-27,250
"RWG",2020-07-28,260
"RWG",2020-07-29,254
"RWG",2020-07-30,247
"RWG",2020-07-31,229
"RWG",2020-08-01,151
"RWG",2020-08-02,118
"RWG",2020-08-03,249
"RWG",2020-08-04,228
"RWG",2020-08-05,244
"RWG",2020-08-06,254
"RWG",2020-08-07,210
"RWG",2020-08-08,148
"RWG",2020-08-09,102
"RWG",2020-08-10,259
"RWG",2020-08-11,232
"RWG",2020-08-12,271
"RWG",2020-08-13,258
"RWG",2020-08-14,265
"RWG",2020-08-15,164
"RWG",2020-08-16,125
"RWG",2020-08-17,270
"RWG",2020-08-18,257
"RWG",2020-08-19,220
"RWG",2020-08-20,235
"RWG",2020-08-21,268
"RWG",2020-08-22,125
"RWG",2020-08-23,115
"RWG",2020-08-24,244
"RWG",2020-08-25,258
"RWG",2020-08-26,275
"RWG",2020-08-27,260
"RWG",2020-08-28,256
"RWG",2020-08-29,124
"RWG",2020-08-30,116
"RWG",2020-08-31,125
"RWG",2020-09-01,250
"RWG",2020-09-02,249
"RWG",2020-09-03,297
"RWG",2020-09-04,281
"RWG",2020-09-05,138
"RWG",2020-09-06,119
"RWG",2020-09-07,253
"RWG",2020-09-08,286
"RWG",2020-09-09,245
"RWG",2020-09-10,279
"RWG",2020-09-11,277
"RWG",2020-09-12,135
"RWG",2020-09-13,109
"RWG",2020-09-14,275
"RWG",2020-09-15,284
"RWG",2020-09-16,276
"RWG",2020-09-17,289
"RWG",2020-09-18,265
"RWG",2020-09-19,164
"RWG",2020-09-20,120
"RWG",2020-09-21,275
"RWG",2020-09-22,303
"RWG",2020-09-23,270
"RWG",2020-09-24,278
"RWG",2020-09-25,271
"RWG",2020-09-26,168
"RWG",2020-09-27,118
"RWG",2020-09-28,299
"RWG",2020-09-29,244
"RWG",2020-09-30,251
"RWG",2020-10-01,264
"RWG",2020-10-02,284
"RWG",2020-10-03,144
"RWG",2020-10-04,126
"RWG",2020-10-05,277
"RWG",2020-10-06,263
"RWG",2020-10-07,280
"RWG",2020-10-08,327
"RWG",2020-10-09,302
"RWG",2020-10-10,165
"RWG",2020-10-11,122
"RWG",2020-10-12,298
"RWG",2020-10-13,284
"RWG",2020-10-14,263
"RWG",2020-10-15,287
"RWG",2020-10-16,301
"RWG",2020-10-17,164
"RWG",2020-10-18,126
"RWG",2020-10-19,306
"RWG",2020-10-20,317
"RWG",2020-10-21,319
"RWG",2020-10-22,335
"RWG",2020-10-23,321
"RWG",2020-10-24,177
"RWG",2020-10-25,108
"RWG",2020-10-26,282
"RWG",2020-10-27,305
"RWG",2020-10-28,287
"RWG",2020-10-29,286
"RWG",2020-10-30,297
"RWG",2020-10-31,169
"RWG",2020-11-01,144
"RWG",2020-11-02,301
"RWG",2020-11-03,316
"RWG",2020-11-04,289
"RWG",2020-11-05,299
"RWG",2020-11-06,290
"RWG",2020-11-07,145
"RWG",2020-11-08,120
"RWG",2020-11-09,313
"RWG",2020-11-10,304
"RWG",2020-11-11,272
"RWG",2020-11-12,292
"RWG",2020-11-13,329
"RWG",2020-11-14,159
"RWG",2020-11-15,141
"RWG",2020-11-16,296
"RWG",2020-11-17,279
"RWG",2020-11-18,276
"RWG",2020-11-19,306
"RWG",2020-11-20,296
"RWG",2020-11-21,146
"RWG",2020-11-22,129
"RWG",2020-11-23,295
"RWG",2020-11-24,294
"RWG",2020-11-25,268
"RWG",2020-11-26,333
"RWG",2020-11-27,295
"RWG",2020-11-28,167
"RWG",2020-11-29,116
"RWG",2020-11-30,315
"RWG",2020-12-01,310
"RWG",2020-12-02,287
"RWG",2020-12-03,296
"RWG",2020-12-04,311
"RWG",2020-12-05,199
"RWG",2020-12-06,150
"RWG",2020-12-07,329
"RWG",2020-12-08,279
"RWG",2020-12-09,280
"RWG",2020-12-10,290
"RWG",2020-12-11,269
"RWG",2020-12-12,166
"RWG",2020-12-13,104
"RWG",2020-12-14,292
"RWG",2020-12-15,273
"RWG",2020-12-16,268
"RWG",2020-12-17,276
"RWG",2020-12-18,278
"RWG",2020-12-19,167
"RWG",2020-12-20,105
"RWG",2020-12-21,255
"RWG",2020-12-22,279
"RWG",2020-12-23,238
"RWG",2020-12-24,173
"RWG",2020-12-25,89
"RWG",2020-12-26,105
"RWG",2020-12-27,102
"RWG",2020-12-28,137
"RWG",2020-12-29,202
"RWG",2020-12-30,227
"RWG",2020-12-31,173
"RWG",2021-01-01,118
"RWG",2021-01-02,137
"RWG",2021-01-03,107
"RWG",2021-01-04,206
"RWG",2021-01-05,169
"RWG",2021-01-06,199
"RWG",2021-01-07,186
"RWG",2021-01-08,199
"RWG",2021-01-09,120
"RWG",2021-01-10,119
"RWG",2021-01-11,204
"RWG",2021-01-12,202
"RWG",2021-01-13,204
"RWG",2021-01-14,201
"RWG",2021-01-15,188
"RWG",2021-01-16,150
"RWG",2021-01-17,120
"RWG",2021-01-18,207
"RWG",2021-01-19,245
"RWG",2021-01-20,208
"RWG",2021-01-21,205
"RWG",2021-01-22,218
"RWG",2021-01-23,157
"RWG",2021-01-24,113
"RWG",2021-01-25,210
"RWG",2021-01-26,237
"RWG",2021-01-27,207
"RWG",2021-01-28,229
"RWG",2021-01-29,218
"RWG",2021-01-30,167
"RWG",2021-01-31,120
"RWG",2021-02-01,205
"RWG",2021-02-02,220
"RWG",2021-02-03,249
"RWG",2021-02-04,245
"RWG",2021-02-05,210
"RWG",2021-02-06,145
"RWG",2021-02-07,146
"RWG",2021-02-08,235
"RWG",2021-02-09,222
"RWG",2021-02-10,220
"RWG",2021-02-11,249
"RWG",2021-02-12,231
"RWG",2021-02-13,138
"RWG",2021-02-14,139
"RWG",2021-02-15,224
"RWG",2021-02-16,248
"RWG",2021-02-17,249
"RWH",2020-06-11,285
"RWH",2020-06-12,270
"RWH",2020-06-13,129
"RWH",2020-06-14,117
"RWH",2020-06-15,274
"RWH",2020-06-16,255
"RWH",2020-06-17,294
"RWH",2020-06-18,326
"RWH",2020-06-19,278
"RWH",2020-06-20,126
"RWH",2020-06-21,113
"RWH",2020-06-22,265
"RWH",2020-06-23,311
"RWH",2020-06-24,328
"RWH",2020-06-25,304
"RWH",2020-06-26,284
"RWH",2020-06-27,121
"RWH",2020-06-28,118
"RWH",2020-06-29,305
"RWH",2020-06-30,302
"RWH",2020-07-01,315
"RWH",2020-07-02,309
"RWH",2020-07-03,273
"RWH",2020-07-04,135
"RWH",2020-07-05,102
"RWH",2020-07-06,281
"RWH",2020-07-07,320
"RWH",2020-07-08,310
"RWH",2020-07-09,299
"RWH",2020-07-10,307
"RWH",2020-07-11,129
"RWH",2020-07-12,125
"RWH",2020-07-13,337
"RWH",2020-07-14,297
"RWH",2020-07-15,353
"RWH",2020-07-16,277
"RWH",2020-07-17,278
"RWH",2020-07-18,148
"RWH",2020-07-19,113
"RWH",2020-07-20,332
"RWH",2020-07-21,317
"RWH",2020-07-22,340
"RWH",2020-07-23,347
"RWH",2020-07-24,270
"RWH",2020-07-25,158
"RWH",2020-07-26,126
"RWH",2020-07-27,342
"RWH",2020-07-28,349
"RWH",2020-07-29,348
"RWH",2020-07-30,347
"RWH",2020-07-31,316
"RWH",2020-08-01,135
"RWH",2020-08-02,140
"RWH",2020-08-03,341
"RWH",2020-08-04,348
"RWH",2020-08-05,339
"RWH",2020-08-06,341
"RWH",2020-08-07,324
"RWH",2020-08-08,148
"RWH",2020-08-09,143
"RWH",2020-08-10,311
"RWH",2020-08-11,325
"RWH",2020-08-12,362
"RWH",2020-08-13,337
"RWH",2020-08-14,330
"RWH",2020-08-15,125
"RWH",2020-08-16,175
"RWH",2020-08-17,342
"RWH",2020-08-18,324
"RWH",2020-08-19,368
"RWH",2020-08-20,372
"RWH",2020-08-21,308
"RWH",2020-08-22,159
"RWH",2020-08-23,132
"RWH",2020-08-24,357
"RWH",2020-08-25,351
"RWH",2020-08-26,334
"RWH",2020-08-27,348
"RWH",2020-08-28,341
"RWH",2020-08-29,176
"RWH",2020-08-30,162
"RWH",2020-08-31,150
"RWH",2020-09-01,332
"RWH",2020-09-02,378
"RWH",2020-09-03,366
"RWH",2020-09-04,335
"RWH",2020-09-05,187
"RWH",2020-09-06,148
"RWH",2020-09-07,353
"RWH",2020-09-08,308
"RWH",2020-09-09,377
"RWH",2020-09-10,375
"RWH",2020-09-11,343
"RWH",2020-09-12,178
"RWH",2020-09-13,146
"RWH",2020-09-14,358
"RWH",2020-09-15,357
"RWH",2020-09-16,405
"RWH",2020-09-17,411
"RWH",2020-09-18,339
"RWH",2020-09-19,167
"RWH",2020-09-20,182
"RWH",2020-09-21,357
"RWH",2020-09-22,360
"RWH",2020-09-23,397
"RWH",2020-09-24,372
"RWH",2020-09-25,347
"RWH",2020-09-26,160
"RWH",2020-09-27,157
"RWH",2020-09-28,345
"RWH",2020-09-29,377
"RWH",2020-09-30,377
"RWH",2020-10-01,418
"RWH",2020-10-02,365
"RWH",2020-10-03,201
"RWH",2020-10-04,168
"RWH",2020-10-05,381
"RWH",2020-10-06,395
"RWH",2020-10-07,392
"RWH",2020-10-08,416
"RWH",2020-10-09,368
"RWH",2020-10-10,194
"RWH",2020-10-11,172
"RWH",2020-10-12,376
"RWH",2020-10-13,326
"RWH",2020-10-14,413
"RWH",2020-10-15,408
"RWH",2020-10-16,367
"RWH",2020-10-17,212
"RWH",2020-10-18,163
"RWH",2020-10-19,392
"RWH",2020-10-20,396
"RWH",2020-10-21,377
"RWH",2020-10-22,388
"RWH",2020-10-23,369
"RWH",2020-10-24,192
"RWH",2020-10-25,159
"RWH",2020-10-26,378
"RWH",2020-10-27,345
"RWH",2020-10-28,400
"RWH",2020-10-29,359
"RWH",2020-10-30,374
"RWH",2020-10-31,163
"RWH",2020-11-01,123
"RWH",2020-11-02,371
"RWH",2020-11-03,392
"RWH",2020-11-04,374
"RWH",2020-11-05,382
"RWH",2020-11-06,388
"RWH",2020-11-07,165
"RWH",2020-11-08,144
"RWH",2020-11-09,361
"RWH",2020-11-10,394
"RWH",2020-11-11,344
"RWH",2020-11-12,368
"RWH",2020-11-13,367
"RWH",2020-11-14,201
"RWH",2020-11-15,179
"RWH",2020-11-16,405
"RWH",2020-11-17,385
"RWH",2020-11-18,410
"RWH",2020-11-19,421
"RWH",2020-11-20,326
"RWH",2020-11-21,207
"RWH",2020-11-22,160
"RWH",2020-11-23,383
"RWH",2020-11-24,391
"RWH",2020-11-25,401
"RWH",2020-11-26,379
"RWH",2020-11-27,348
"RWH",2020-11-28,163
"RWH",2020-11-29,131
"RWH",2020-11-30,367
"RWH",2020-12-01,400
"RWH",2020-12-02,395
"RWH",2020-12-03,386
"RWH",2020-12-04,378
"RWH",2020-12-05,181
"RWH",2020-12-06,173
"RWH",2020-12-07,367
"RWH",2020-12-08,377
"RWH",2020-12-09,370
"RWH",2020-12-10,319
"RWH",2020-12-11,359
"RWH",2020-12-12,202
"RWH",2020-12-13,142
"RWH",2020-12-14,391
"RWH",2020-12-15,427
"RWH",2020-12-16,418
"RWH",2020-12-17,400
"RWH",2020-12-18,356
"RWH",2020-12-19,183
"RWH",2020-12-20,141
"RWH",2020-12-21,308
"RWH",2020-12-22,361
"RWH",2020-12-23,357
"RWH",2020-12-24,301
"RWH",2020-12-25,97
"RWH",2020-12-26,109
"RWH",2020-12-27,133
"RWH",2020-12-28,188
"RWH",2020-12-29,362
"RWH",2020-12-30,336
"RWH",2020-12-31,300
"RWH",2021-01-01,133
"RWH",2021-01-02,137
"RWH",2021-01-03,127
"RWH",2021-01-04,372
"RWH",2021-01-05,347
"RWH",2021-01-06,339
"RWH",2021-01-07,344
"RWH",2021-01-08,303
"RWH",2021-01-09,161
"RWH",2021-01-10,156
"RWH",2021-01-11,299
"RWH",2021-01-12,312
"RWH",2021-01-13,331
"RWH",2021-01-14,308
"RWH",2021-01-15,264
"RWH",2021-01-16,146
"RWH",2021-01-17,133
"RWH",2021-01-18,271
"RWH",2021-01-19,291
"RWH",2021-01-20,310
"RWH",2021-01-21,324
"RWH",2021-01-22,291
"RWH",2021-01-23,156
"RWH",2021-01-24,112
"RWH",2021-01-25,273
"RWH",2021-01-26,299
"RWH",2021-01-27,283
"RWH",2021-01-28,303
"RWH",2021-01-29,256
"RWH",2021-01-30,115
"RWH",2021-01-31,123
"RWH",2021-02-01,299
"RWH",2021-02-02,322
"RWH",2021-02-03,313
"RWH",2021-02-04,325
"RWH",2021-02-05,283
"RWH",2021-02-06,159
"RWH",2021-02-07,99
"RWH",2021-02-08,290
"RWH",2021-02-09,313
"RWH",2021-02-10,359
"RWH",2021-02-11,302
"RWH",2021-02-12,278
"RWH",2021-02-13,120
"RWH",2021-02-14,97
"RWH",2021-02-15,325
"RWH",2021-02-16,331
"RWH",2021-02-17,313
"RWJ",2020-06-11,16
"RWJ",2020-06-12,21
"RWJ",2020-06-13,14
"RWJ",2020-06-14,17
"RWJ",2020-06-15,27
"RWJ",2020-06-16,28
"RWJ",2020-06-17,24
"RWJ",2020-06-18,24
"RWJ",2020-06-19,17
"RWJ",2020-06-20,14
"RWJ",2020-06-21,9
"RWJ",2020-06-22,9
"RWJ",2020-06-23,25
"RWJ",2020-06-24,21
"RWJ",2020-06-25,23
"RWJ",2020-06-26,28
"RWJ",2020-06-27,20
"RWJ",2020-06-28,12
"RWJ",2020-06-29,31
"RWJ",2020-06-30,26
"RWJ",2020-07-01,31
"RWJ",2020-07-02,18
"RWJ",2020-07-03,19
"RWJ",2020-07-04,17
"RWJ",2020-07-05,23
"RWJ",2020-07-06,21
"RWJ",2020-07-07,21
"RWJ",2020-07-08,19
"RWJ",2020-07-09,22
"RWJ",2020-07-10,27
"RWJ",2020-07-11,16
"RWJ",2020-07-12,14
"RWJ",2020-07-13,28
"RWJ",2020-07-14,28
"RWJ",2020-07-15,27
"RWJ",2020-07-16,28
"RWJ",2020-07-17,24
"RWJ",2020-07-18,6
"RWJ",2020-07-19,10
"RWJ",2020-07-20,32
"RWJ",2020-07-21,30
"RWJ",2020-07-22,27
"RWJ",2020-07-23,26
"RWJ",2020-07-24,26
"RWJ",2020-07-25,21
"RWJ",2020-07-26,21
"RWJ",2020-07-27,23
"RWJ",2020-07-28,22
"RWJ",2020-07-29,29
"RWJ",2020-07-30,29
"RWJ",2020-07-31,17
"RWJ",2020-08-01,14
"RWJ",2020-08-02,15
"RWJ",2020-08-03,28
"RWJ",2020-08-04,28
"RWJ",2020-08-05,25
"RWJ",2020-08-06,31
"RWJ",2020-08-07,29
"RWJ",2020-08-08,19
"RWJ",2020-08-09,28
"RWJ",2020-08-10,25
"RWJ",2020-08-11,35
"RWJ",2020-08-12,27
"RWJ",2020-08-13,28
"RWJ",2020-08-14,39
"RWJ",2020-08-15,15
"RWJ",2020-08-16,20
"RWJ",2020-08-17,48
"RWJ",2020-08-18,36
"RWJ",2020-08-19,39
"RWJ",2020-08-20,31
"RWJ",2020-08-21,55
"RWJ",2020-08-22,20
"RWJ",2020-08-23,25
"RWJ",2020-08-24,45
"RWJ",2020-08-25,46
"RWJ",2020-08-26,54
"RWJ",2020-08-27,69
"RWJ",2020-08-28,66
"RWJ",2020-08-29,35
"RWJ",2020-08-30,43
"RWJ",2020-08-31,37
"RWJ",2020-09-01,64
"RWJ",2020-09-02,64
"RWJ",2020-09-03,53
"RWJ",2020-09-04,87
"RWJ",2020-09-05,42
"RWJ",2020-09-06,36
"RWJ",2020-09-07,94
"RWJ",2020-09-08,83
"RWJ",2020-09-09,98
"RWJ",2020-09-10,107
"RWJ",2020-09-11,84
"RWJ",2020-09-12,55
"RWJ",2020-09-13,51
"RWJ",2020-09-14,98
"RWJ",2020-09-15,112
"RWJ",2020-09-16,133
"RWJ",2020-09-17,119
"RWJ",2020-09-18,131
"RWJ",2020-09-19,77
"RWJ",2020-09-20,94
"RWJ",2020-09-21,145
"RWJ",2020-09-22,188
"RWJ",2020-09-23,172
"RWJ",2020-09-24,191
"RWJ",2020-09-25,204
"RWJ",2020-09-26,129
"RWJ",2020-09-27,102
"RWJ",2020-09-28,195
"RWJ",2020-09-29,209
"RWJ",2020-09-30,207
"RWJ",2020-10-01,206
"RWJ",2020-10-02,191
"RWJ",2020-10-03,133
"RWJ",2020-10-04,117
"RWJ",2020-10-05,225
"RWJ",2020-10-06,221
"RWJ",2020-10-07,214
"RWJ",2020-10-08,215
"RWJ",2020-10-09,214
"RWJ",2020-10-10,137
"RWJ",2020-10-11,109
"RWJ",2020-10-12,240
"RWJ",2020-10-13,212
"RWJ",2020-10-14,183
"RWJ",2020-10-15,210
"RWJ",2020-10-16,212
"RWJ",2020-10-17,127
"RWJ",2020-10-18,116
"RWJ",2020-10-19,201
"RWJ",2020-10-20,228
"RWJ",2020-10-21,224
"RWJ",2020-10-22,165
"RWJ",2020-10-23,221
"RWJ",2020-10-24,115
"RWJ",2020-10-25,106
"RWJ",2020-10-26,226
"RWJ",2020-10-27,214
"RWJ",2020-10-28,187
"RWJ",2020-10-29,185
"RWJ",2020-10-30,192
"RWJ",2020-10-31,118
"RWJ",2020-11-01,97
"RWJ",2020-11-02,210
"RWJ",2020-11-03,215
"RWJ",2020-11-04,191
"RWJ",2020-11-05,203
"RWJ",2020-11-06,209
"RWJ",2020-11-07,117
"RWJ",2020-11-08,121
"RWJ",2020-11-09,223
"RWJ",2020-11-10,197
"RWJ",2020-11-11,216
"RWJ",2020-11-12,239
"RWJ",2020-11-13,200
"RWJ",2020-11-14,128
"RWJ",2020-11-15,123
"RWJ",2020-11-16,190
"RWJ",2020-11-17,196
"RWJ",2020-11-18,183
"RWJ",2020-11-19,179
"RWJ",2020-11-20,191
"RWJ",2020-11-21,121
"RWJ",2020-11-22,105
"RWJ",2020-11-23,218
"RWJ",2020-11-24,204
"RWJ",2020-11-25,206
"RWJ",2020-11-26,204
"RWJ",2020-11-27,186
"RWJ",2020-11-28,121
"RWJ",2020-11-29,121
"RWJ",2020-11-30,190
"RWJ",2020-12-01,189
"RWJ",2020-12-02,202
"RWJ",2020-12-03,199
"RWJ",2020-12-04,211
"RWJ",2020-12-05,116
"RWJ",2020-12-06,115
"RWJ",2020-12-07,221
"RWJ",2020-12-08,201
"RWJ",2020-12-09,189
"RWJ",2020-12-10,199
"RWJ",2020-12-11,213
"RWJ",2020-12-12,112
"RWJ",2020-12-13,105
"RWJ",2020-12-14,232
"RWJ",2020-12-15,199
"RWJ",2020-12-16,205
"RWJ",2020-12-17,207
"RWJ",2020-12-18,244
"RWJ",2020-12-19,132
"RWJ",2020-12-20,108
"RWJ",2020-12-21,215
